회사,날짜,시간,카테고리,제목,본문
제이에스티나,2018.08.19,1717,경제,"왕훙, 제이에스티나뷰티 싹쓸이…4시간만에 1억6천만원 팔려","화장품 브랜드 제이에스티나뷰티가 중국 왕훙 68명을 본사로 초청해 4시간 만에 매출 1억6000만원가량을 올렸다.제이에스티나는 최근 왕훙(중국 인터넷 상에서 영향력이 큰 사람)들이 제이에스티나 본사 쇼룸과 제품 디스플레이존에서 라이브 방송을 통해 중국 현지 소비자를 대상으로 실시간 제품 판매를 진행했다고 19일 밝혔다. 이날 오후 3시부터 7시까지 4시간 동안 1억6000만원어치 매출을 올렸다. 이날 판매가 이뤄진 제품은 제이에스티나뷰티의 에센셜 팩트, 펄펙션 커버쿠션, 루센트 라이트 쿠션, 주얼 에센셜 마스크 시트, 주얼 텐션 립밤, 크리스탈린 클렌징워터 등 총 19가지다.제이에스티나뷰티 관계자는 ""라이브 행사 기획 당시 중국 소비자 관심이 높은 마스크 시트와 클렌징워터 카테고리를 집중 배치한 것이 매출을 올리는 데 기여했다""고 설명했다. [강다영 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.08.16,1714,전체,"투자심리 냉각에도, 들썩이는 남북경협株","하반기 현대로템 주가 추이 (자료=마켓포인트)[이데일리 이광수 기자] 무역전쟁과 터키발(發) 금융위기 우려에 투자심리가 위축된 가운데 남북경협주(株)가 두각을 나타내고 있다. 3차 남북 정상회담이 내달 열리기로 확정된 데다, 전날 문재인 대통령이 ‘동아시아철도공동체’안을 제시하며 또 다시 힘을 받는 모양새다. 16일 마켓포인트에 따르면 유가증권시장에서 대표적인 철도주인 현대로템(064350)은 전 거래일 보다 2100원(7.50%)오른 3만100원에 장을 마쳤다. 반면 코스피는 지지부진한 흐름을 이어갔다. 이날 코스피는 전 거래일 보다 18.11포인트(0.80%) 내린 2240.80으로 장을 마감했다. 장초반에는 2218.09까지 빠지며 연중 최저치를 경신하기도 했다. 문재인 대통령은 전날 제73주년 광복절 축사에서 “동북아 6개국과 미국이 함께 하는 ‘동아시아철도공동체’를 제안한다”고 밝혔다. 6개국은 한국과 북한, 중국, 일본, 러시아, 몽골이다. 이 영향으로 동아지질(028100)과 대아티아이(045390), 에코마이스터(064510), 대호에이엘(069460) 등 다른 철도 관련주도 4~9%대 강세를 보였다. 동아시아철도공동체가 현실화되면 철도주가 가장 먼저 수혜를 볼 것이란 기대감이 작용한 것으로 분석된다. 거래대금 측면에서도 남북경협주가 매력있는 투자처라는 분석도 나온다. 김상호 신한금융투자 연구원은 “최근처럼 순환매 장세에서는 상승하는 주식을 따라가기 보다는 모멘텀이 생길 수 있는 테마를 선택하는 것이 유리하다”며 “거래대금이 막 늘기 시작한 남북경협주가 수혜를 받을 가능성이 높다”고 설명했다.대북 송전 관련주도 강세를 보였다. 제룡전기(033100)와 광명전기(017040)등은 각각 10.19%, 8.09% 올랐다. 이 밖에도 개성공단 관련주인 좋은사람들(033340) 역시 전 거래일 보다 245원(5.78%)오른 4485원에 거래를 마쳤다. 제이에스티나(026040)와 신원(009270), 인디에프(014990) 등도 3~4% 상승 마감했다. 다만 현대엘리베이(017800) 등 일부 남북경협주의 경우 오전 상승폭을 상당부분 반납하는 등 큰 변동성을 보여 투자자들의 주의도 필요하다는게 전문가들의 설명이다. 양형모 이베스트투자증권 연구원은 “지난 4월 중순부터 상승세에 접어들었던 남북 경협종목들의 주가가 6월 전후로 고점을 찍은 뒤 크게 하락했고 최근 소폭 반등한 상황”이라며 투자자들의 주의를 요했다."
제이에스티나,2018.08.14,1712,스포츠,명품샷 보고 경품 받고…골프 퀸들의 유혹," 보그너 MBN 여자오픈 프로암대회가 치러진 14일, 선수들이 경기도 양평 더스타휴 골프장 연습 그린에서 퍼팅 연습을 하고 있다. [한주형 기자] `힐링 골프코스`로 유명한 양평 더스타휴 골프&리조트에서 열리는 한국여자프로골프(KLPGA) 투어 보그너 MBN 여자오픈이 갤러리들에게도 스트레스 없는 `힐링 관전`을 제공해 인기를 끌고 있다.올해에는 어느 때보다 더 풍성한 경품과 이벤트를 마련했고 꽉 막힌 길과 매연에 스트레스를 받지 않고 대회장을 오갈 수 있도록 무료 셔틀버스도 확대했다. 더스타휴 골프&리조트에서 17일부터 사흘간 열리는 보그너 MBN 여자오픈을 제대로 즐기고 싶다면 MBN 홈페이지에 접속한 뒤 우측 상단에 위치한 `보그너 MBN 여자오픈 페이지`에서 다양한 이벤트를 꼭 확인해야 한다. 대회 홈페이지에는 골프장에 오기 전 해야 할 이벤트가 있다. 바로 우승자 맞히기 이벤트. 대회 2라운드 오후 10시까지 응모하면 된다. 자신이 응원하는 선수가 우승하면 대박이다. 장타 드라이버로 유명한 뱅골프 드라이버, 하이브리드, 우드가 각각 1명씩 주인공을 찾고 펀조이 웨지 1개와 볼빅 하프더즌(6개) 10개도 마련해 놨다. ◆ 셔틀버스 노선 확인은 필수 이제 대회장인 더스타휴 골프&리조트로 올 차례. 선택을 해야 한다. 차량을 갖고 와도 되고 대중교통을 이용해도 된다. 물론 자가용은 골프장까지 들어오지 못하고 인근에 마련된 `갤러리 주차장`에 주차해야 한다.먼저 셔틀버스는 라인이 2개다. 용문역과 양동역 라인으로 구분된다. 그런데 유의사항이 있다. 1라운드와 2·3라운드 셔틀버스 노선이 조금 다르다. 평일인 17일에는 경의·중앙선 용문역 1번 출구에서 셔틀버스가 30분 간격으로 운행된다. 대회 첫날 용문역 라인에는 주차할 장소가 없다. 차를 갖고 온다면 `양동레포츠공원`에 주차한 뒤 셔틀버스를 타면 되고 대중교통을 이용한다면 양동역에서 셔틀버스를 타면 된다.주말에 열리는 대회 2·3라운드는 주차가 조금 더 쉽다.용문역 라인과 양동역 라인 모두 갤러리 주차장을 마련했다. 경의·중앙선을 탄다면 용문역에서 셔틀버스를 타면 되고 차를 갖고 온다면 `용문초등학교`에 주차하고 셔틀버스를 이용하면 된다. 양동역 라인에도 변화가 있다. 경의·중앙선을 타고 양동역에 내려 2번 출구로 내려오면 셔틀버스 주차장이 있다. 청량리역에서 중앙선 무궁화호를 타면 45분밖에 걸리지 않는다. 또 이곳은 갤러리 주차장과 붙어 있다. 바로 제2영동고속도로 동양평IC에서 3분 거리에 위치한 `양동중학교·고등학교` 다.  ◆ 우산 받고 즉석복권 긁고 셔틀버스에서 내리면 골프장 입구에 매표소가 마련돼 있다. 일일 입장권 가격은 1만원. 전혀 아깝지 않다. 현장에서 입장권을 구매한 갤러리에게는 명품 보그너 골프우산을 증정한다. 물론 선착순이니 서두르는 것이 좋다. 만약 골프장에 늦게 도착해 상품을 받지 못해도 위로가 된다. 꽝 없는 스크래치 복권이 있기 때문이다. 또 대회 최종일에는 경기 종료 직후 갤러리 경품에 응모할 수 있다.먼저 갤러리 플라자에서는 입장권을 보여주면 `100% 당첨` 스크래치 쿠폰을 증정한다. 단 선착순 3000명이다. 상품은 `대박`이다. 뱅골프 드라이버·하이브리드·우드·웨지가 준비돼 있고, 파나소닉의 구강세정기·드라이어에 최근 인기를 끌고 있는 보이스캐디의 최신 거리 측정기, 제이에스티나 목걸이·귀고리, 그로바나 시계, 정관장 영양제, 드루벨트 벨트 등 모두 골프를 즐긴다면 탐낼 만한 아이템이다. 시원한 맥주 한잔도 즐길 수 있다. 물론 취하면 안 되니 1인 1잔 제공이다. 스크래치 쿠폰에 붙어 있는 `에딩거 맥주 쿠폰`을 갖고 갤러리 플라자 안에 위치한 에딩거 독일 밀맥주 홍보 부스에 가면 시원한 맥주 한잔과 교환해 준다. ◆ SM5…갤러리 대박 챔피언은 최종일 챔피언이 나온 그곳에서 곧바로 `갤러리 챔피언`도 나온다. 뜨거운 우승의 여운이 가시지 않은 18번홀 그린. 대박 경품은 현장에 있는 갤러리만 대상이다. 갤러리 챔피언 상품은 바로 중형차인 SM5다. 한마디로 대박이다. 만약 1위를 놓쳤더라도 아쉬워하지 말자. 2위만 해도 300만원 상당 스쿠터를 받을 수 있고 갤러리 3위 경품으로는 LG 최신형 스마트폰, 파나소닉 승마운동기, LG 42인치 TV가 주인을 찾는다. [조효성 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.08.10,1706,경제,[위클리 신상품] 제이에스티나 핸드백 `헤더` 3종," 럭셔리 브랜드 제이에스티나 핸드백이 2018년 가을 시즌 신상품 `헤더(HEATHER)` 뉴컬러를 새로 선보였다. 지난 봄·여름 시즌 화제 드라마에 출현해 `고혜란 가방` `윤진아 가방` 등으로 인기몰이를 하며 3차례 완판을 기록했던 `헤더`의 컬러를 일신했다. 가을 무드에 어울리는 로즈핑크, 그레이, 스카이블루 등 총 3가지 색상을 입었다. `헤더`는 군더더기 없이 간결한 사각 프레임에 고급스러운 소가죽 소재를 사용, 뛰어난 내구성과 가벼운 무게감을 확보했다. 원 핸들 스타일의 클래식한 무드부터, 기본 스트랩 끈을 활용한 캐주얼한 룩까지 다양하게 연출하기 좋다. 가격은 40만원 선이다.[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.07.10,1734,사회,"김기석 제이에스티나 대표, 반부패정책학회 청렴대상"," 김기석 제이에스티나 대표가 지난 9일 한국반부패정책학회가 주최하는 `2018 대한민국 반부패 청렴대상 시상식`에서 청렴대상을 수상했다.김기석 대표는 반부패 청렴 사회문화 확립에 기여한 공로를 인정받아 대상을 수상했다. 국제반부패운동 단체인 국제투명성기구가 지난 2월 발표한 `2017 국가별 부패인식지수(CPI)`에 따르면 한국은 54점(100점 만점 기준)으로 180개국 가운데 51위에 머물렀다. 이는 아프리카 르완다(공동 48위)보다도 낮은 수준이다. 한국반부패정책학회는 각종 학술연구와 시상식을 통해 청렴문화 분위기 조성에 힘쓰고 있다.  [강다영 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.07.09,1705,경제,일반인 모델로…패션뷰티 `신선한 마케팅`,"패션뷰티업계에서 `일반인`이 새로운 마케팅 키워드로 부상하고 있다. 과거 빅모델을 중심으로 한 마케팅이나 근래 각광받은 소셜네트워크서비스(SNS) 인플루언서와 협업하는 데서 한발 더 나아가, 아예 낯선 얼굴의 일반인을 내세워 공감과 신선함을 높이려는 시도가 활발하다.특히 종전 일반인 마케팅이 특정 캠페인에 한정해 간헐적으로 이뤄져 왔다면 최근에는 특정 브랜드·라인업 전체 홍보를 맡기고 활동기간도 1년 이상으로 장기화하는 양상을 보이고 있다.휠라는 여성 전용 피트니스 라인인 `휠라 핏(FILA FIT)`의 모델을 선발하는 `제1회 휠라 핏 모델 선발대회`를 열어 최근 3차 본선 진출자 20명을 선발했다. 최종 4명을 선발하는 이 대회에는 400여 명이 지원해 경쟁률 100대1을 보였다. 선발된 이들은 1년간 휠라 핏 모델로 활동한다.제이에스티나도 지난달 브랜드 모델 선발 프로젝트 `주얼 프린세스(Jewel Princess)`로 선발된 9명을 공개했다. 회사 관계자는 ""브랜드 15주년 기념으로 진행했는데 반응이 뜨거워 매년 행사를 계속할 계획""이라고 전했다. 한국암웨이는 뷰티 브랜드 아티스트리(ARTISTRY) 홍보에 나설 이들을 일반인 암웨이 사업 파트너 중에서 선발하는 `패셔니스타` 프로그램을 진행했다. 최종 선발된 25명은 14개월간 브랜드의 소셜 인플루언서로 콘텐츠를 제작한다. 일반인을 마케팅 전면에 내세우는 이유는 진솔함과 신선함 때문이다. 그동안 SNS를 주름잡았던 인플루언서 마케팅 효과를 대체하겠다는 심리도 깔려 있다. 그동안 패션뷰티업계는 젊은 층에게 어필하고자 SNS 인플루언서를 활용한 마케팅에 기대 왔다. 뷰티업계는 유튜브 크리에이터를 통해 메이크업 동영상을 올리는 방식을, 패션 브랜드는 인플루언서가 자신만의 스타일링으로 특정 라인업을 소화한 인스타그램 사진을 보여주는 방식을 써 왔다.인플루언서는 준연예인 대우를 받으며 몸값이 치솟고 있다. 세부적인 액수는 구독자 수 등에 따라 천차만별이나 유튜브는 구독자 5만명 이하가 500만원, 100만명 이상이 수천만 원을 받는다. 반면 기발한 아이디어와 창의적 콘텐츠가 빠르게 전파·소진되며 신선함이 줄어드는 현상이 나타나고 있다. 당장 1~2년 전에 비해 인플루언서 마케팅의 전반적 체감 효과가 줄었다는 게 업계의 평가다. 유명한 인플루언서에게 투자했는데 생각보다 반응이 좋지 않아 실망스러움을 느낄 때가 많다는 설명이다. 한 브랜드 관계자는 ""유튜브 구독자가 수십만 명인 인플루언서를 섭외해 협업까지 펼쳤는데, 조회 수가 해당 인플루언서 조회 수 평균의 3분의 1 수준에 그쳤다""고 토로했다. [문호현 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.06.21,1718,경제,"""음성으로 소비하는 시대 열린다""","21일 서울 중구 매경미디어센터에서 열린 `매경 패션·뷰티·유통 CEO포럼`에 참석한 최고경영진과 임원들이 기념촬영을 하고 있다. 성가은 영원아웃도어 상무, 손현덕 매일경제신문 상무, 정우진 아마존웹서비스(AWS) 이사, 강태선 블랙야크 회장(앞줄 왼쪽부터), 김기석 제이에스티나 사장, 김일규 이랜드월드 대표(둘째줄 왼쪽 둘째부터). [이충우 기자] ""소비자들이 물건을 살 때 의사결정 과정을 줄여줘야 지갑을 열 수 있습니다.""21일 서울 충무로 매경미디어센터에서 열린 `매일경제 패션·뷰티·유통 CEO 포럼`에 강연자로 나선 정우진 아마존웹서비스(AWS) 이사는 `아마존의 디지털 혁신과 패션 리테일 혁신 사례`를 주제로 강연하며 이같이 말했다. 정 이사는 ""아마존은 고객의 의사결정을 도와주고 돈을 번다""고 강조했다. 소비자들의 의사결정 과정을 줄이는 핵심은 바로 데이터다. 아마존이 인공지능(AI)과 머신러닝에 수십 년간 아낌없이 투자해온 이유다. 그 투자의 결실이 집약된 것이 음성인식 가상 비서 `알렉사(Alexa)`다. 알렉사를 통해 물건을 사면 더 이상 검색이 필요하지 않다. 구매 과정에 따라오는 본인확인 인증이나 카드번호 입력 같은 귀찮은 절차도 생략할 수 있다. 정 이사는 ""이것이 바로 `앰비언트 프로세스`""라면서 ""구매를 대행해주는 것은 물론 이제는 제품 선택에까지 개입해 막대한 영향력을 끼친다""고 말했다. 소비자들이 알렉사가 찾아주고 추천하는 제품을 그대로 사는 경향이 강해지기 때문이다. 고객의 디지털 경험을 어떻게 선점하느냐가 사업의 성패를 가르는 핵심이다. 아마존이 패션 사업에 진출해 소비자에게 어울리는 스타일을 추천해주는 `스타일 체크`를 선보인 것도 그 때문이다. 브랜드나 사이즈를 찾아주는 수준을 넘어 나에게 가장 잘 어울리는 핏과 색상, 내가 가진 옷들과의 코디, 트렌드를 토대로 정교하게 조언해준다. 정 이사는 ""예를 들어 부츠의 경우 지퍼가 있는지, 끈이 달렸는지, 통굽인지를 디테일하게 분석해 추천한다""면서 ""이 같은 추천을 토대로 소비자들이 의상과 액세서리 등을 풀세트로 구매하도록 유도할 수 있다""고 설명했다. 앞으로 구매 형태는 터치에서 음성으로 전환될 전망이다. 정 이사는 ""터치의 시대는 갔고 보이스(음성)가 미래""라면서 ""디지털 경험을 누가 선점하느냐가 핵심""이라고 말했다. 2021년이 되면 음성 서비스를 사용하는 인구는 18억명에 달할 것으로 전망된다. 패션·뷰티·유통 업체가 이 같은 기술 변화에도 불구하고 잊지 말아야 할 것은 `앞으로 10년 후에도 변하지 않을 것`이 무엇인가 하는 점이다. 고객은 여전히 △더 싸고 가치 있는 상품을 찾고 △더 다양한 상품 중에서 구매결정을 하려고 하며 △더 빨리 상품을 받기를 원한다. 이 세 가지는 10년 뒤에도 변하지 않는다. 미래에도 오프라인 매장은 굳건히 생존할 전망이다. 다만 온라인에서 쇼핑카트에 물건을 담고 클릭 한 번으로 결제할 수 있는 것처럼 `원클릭` 시스템이 생존의 전제 조건이다. 정 이사는 ""사람들이 가장 많이 반복적으로 물건을 사는 슈퍼마켓이 가장 유력하다""면서도 ""계산대에서 줄을 서지 않고 물건을 집어서 바로 걸어나가는 자동 결제 시스템이 갖춰져야 한다""고 말했다. 아마존이 시도한 `아마존고(Amazon Go)` 같은 서비스다. 정 이사는 ""끊임없이 좋은 것을 원하지만 그게 무엇인지 모르는 고객들을 만족시키려는 생각이 발명을 이끈다""고 설명했다. [강다영 기자 / 문호현 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.06.15,0410,전체,"'K주얼리' 인기에…신세계 ""주얼리계 '스타일난다' 육성""","신세계면세점 외국인 고객이 한국 주얼리 브랜드 코너에서 상품을 경험하고 있다. /사진제공=신세계면세점 신세계면세점이 'K주얼리' 키우기에 나섰다. K뷰티에 이어 점차 인기가 높아지는 K주얼리를 전략적으로 육성해 주얼리계의 '스타일난다'를 탄생시키겠다는 포부다. 다양한 중소기업 브랜드를 적극 발굴하고 입점 브랜드수도 지속적으로 늘릴 예정이다. 14일 신세계면세점은 한국 전통 주얼리 브랜드를 콘셉트로 하는 '나스첸카'의 올들어 지난 5월까지 매출이 전년 동기 대비 52% 신장했다고 밝혔다. 이 브랜드는 해외 브랜드가 전통적인 강세를 보이는 주얼리 시장에 한국적 매력을 알리고, 육성하기 위해 신세계면세점이 2016년 5월 오픈 당시 도입한 브랜드다. 산호, 비취, 자수정 등 국내 원석에 디자인이 더해져 한국적이면서 현대적인 감각이 돋보여 적극 입점을 권유해 성사됐다. 비녀, 노리개 등 우리 전통 장신구를 실용적인 악세사리로 재해석해 내국인은 물론 외국인 고객을 대상으로 인기를 끌고 있다. 일반적으로 중국인 고객 매출이 대부분을 차지하는 가운데 유럽, 미국 등 비중국권 고객 매출이 10%, 내국인 고객이 15%에 이르는 것도 특징이다.  스톤헨지, 제이에스티나 등도 인기다. 스톤헨지와 제이에스티나는 올들어 지난 5월까지 각각 전년 동기 대비 140%, 40% 매출이 신장했다. 휴가철이어서 고객이 많았던 지난해 8월 제이에스티나 매출은 2016년 동월 대비 4배 이상 증가했고, 한 달에 최대 2만점씩 팔릴 정도로 인기를 끌고 있다. 중국 고객들 사이에서도 한국 방문시 필수 구매 브랜드로 자리잡고 있다. 한류스타 수지를 앞세우고, 섬세한 디자인으로 글로벌 브랜드 이미지를 구축한 디디에두보도 대표적인 K주얼리 성공 사례로 꼽힌다. 국내 패션 기업인 세정에서 운영하는 디디에두보는 올들어 지난 5월까지 매출이 전년 동기 대비 140% 뛰었다. 이진화 신세계면세점 명동점 주얼리 담당 MD(상품기획자)는 ""최근 고객들은 기존 브랜드 입지와 관계없이 개인의 취향에 부합하면 도전적 소비도 서슴지 않는 양상""이라며 ""특히 'K컬쳐'의 전반적인 인기로 한국적인 스타일, 한류드라마에서 착용한 주얼리 브랜드도 관심을 받는 경우가 많다""고 말했다. 이어 ""이는 국내 중소 주얼리 브랜드에게새로운 기회가 되고 있고, 실제로 매출 성장 또한 이를 입증한다""고 말했다. 국내에서도 여성 고객들 사이에서 기존 고가의 해외 주얼리 브랜드를 대신해 중저가, 또는 매스티지 국산 브랜드들이 인기를 끄는 양상이다. 가심비 소비 트렌드와 함께 큐빅 등 인조보석과 다양한 재료, 독창적인 디자인이 돋보이는  패션 주얼리가 인기를 끌면서 해당 시장 자체가 확대되고 있는 것. 신세계백화점에 따르면 지난해 패션 주얼리 부문은 백화점업계 성장 둔화에도 불구, 20대부터 60대까지 폭넓은 연령층의 관심 속에 6% 신장했다. 신세계면세점은 오픈 당시 국내 최다 K뷰티 브랜드를 입점시키며 다수 중소기업과 '윈-윈'한 경험에 이어 국산 주얼리 카테고리를 전략적으로 육성하기 위해 현재 8개 브랜드를 연내 11개로 확대할 예정이다. 신세계면세점 관계자는 ""지속적으로 참신한 국내 주얼리 브랜드를 발굴해 시장을 넓혀 나가는데 일조하겠다""고 말했다.                            "
제이에스티나,2018.05.29,1732,증권,보험·철강…경협株 반경 넓히는데," 다음달 예정된 미·북정상회담에 대한 논의가 재개됐다는 소식에 증권가에서 또다시 남북경협주 찾기 열풍이 시작됐다. 이번에는 철도와 건설, 개성공단 입주기업뿐 아니라 보험, 철강, 전력까지 투자업종이 확대됐다. 다만 일부 철도 관련주를 제외한 나머지 경협주들은 약세를 보인 데다 회담이 끝난 뒤 주가조정이 이뤄질 수 있다는 점에서 중장기적으로 접근하라는 조언이 나온다.지난 28일 하나금융투자는 재보험업체 코리안리와 제철업체 현대제철에 대한 보고서를 각각 내고 이들 종목을 남북경협 수혜주로 꼽았다. 코리안리에 대해서는 남북 경협과 관련해 공단과 자원, 항만, 철도 등 어떤 사업의 본격화를 가정하더라도 일반보험과 재보험에 미치는 영향이 충분히 클 것이라는 주장이 나왔다. 현대제철의 경우에는 동해선과 경의선 철도 연결과 현대화 사업이 즉각 착수될 것으로 예상되는데 지난해 6만t 수준이었던 국내 레일 수요가 향후 10만t 이상으로 확대될 것이라는 분석이 제기됐다.오진원 하나금융투자 연구원은 ""예를 들어 공장을 설립할 때는 단계별로 설계업자 전문배상책임보험, 기술보험, 해상·적하보험, 재물보험, 배상책임보험 등의 가입이 필요하다""며 ""1994년 북한 경수로 건설사업 당시 보험료가 약 900억원대로 추산되는데 당시 국내 기업성 보험시장 규모가 1조2000억원에 불과했다는 점을 감안하면 상당히 큰 규모""라고 설명했다.다음날인 29일에는 KB증권이 남북관계 개선에 따른 북한의 송배전 인프라 투자 증가 등에 대한 기대감을 반영해 현대일렉트릭의 목표주가를 10만원에서 11만2500원으로 상향조정한다고 밝혔다. 지난해 기준 북한의 발전설비용량은 한국 대비 7.3%, 실제 발전량은 4.4%에 불과하기 때문에 어떤 형태의 경협이든 간에 전력인프라 확충이 최우선 과제가 될 것이기 때문이란 논리에서다.하지만 지난 28일 64개 종목이 무더기로 상한가를 기록한 것과 달리 이날 국내 주식시장은 예상외로 조용했다. 남북 철도연결과 북한 인프라 건설 테마주 일부가 급등세를 이어갔지만 상당수 경협주들이 하루 만에 하락세로 돌아섰다. 철도차량업체 현대로템은 전일 대비 2350원(6.46%) 오른 3만8750원에 장을 마쳤고 철도신호제어 시스템업체 대아티아이와 철도차량용 부품업체 대호에이엘은 각각 23.58%, 10.18% 상승했다. 현대시멘트(23.31%)와 동양철관(8.61%), 고려시멘트(1.85%) 등 북한 인프라 건설 관련 테마주들도 함께 올랐다. 그러나 같은 날 재영솔루텍(-8.27%), 제이에스티나(-4.08%), 인디에프(-4.03%) 등 개성공단 입주업체와 이화전기(-8.85%), 제룡산업(-4.01%), 광명전기(-3.04%) 등 대북 송전업체는 차익실현 매물에 밀려 주가가 하락세로 돌아섰다. 현대엘리베이터와 아난티, 남광토건 등 대북사업 관련 업체들도 약세를 면치 못했다.김영환 KB증권 연구원은 ""단기적인 경협테마와 중장기적인 북한 비핵화·시장 개방 시나리오는 분리해서 생각할 필요가 있다""며 ""미·북정상회담 기대감에 힘입은 가파른 상승은 회담 후에는 재료 소진에 따른 조정으로 이어질 수 있기 때문""이라고 밝혔다. 이어 ""급등한 종목을 추격 매수하기보다는 향후 북한 시장 개방이 긍정적으로 작용할 수 있는 분야를 고민해볼 필요가 있다""고 덧붙였다.[박윤구 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]        					"
제이에스티나,2018.05.25,2052,전체,[여의도 stock] 북·미회담 취소 여파 경협주 직격탄,"					북·미 정상회담 취소 여파로 남북 경협주들이 직격탄을 맞았다. 다만 증시 전체로의 영향은 제한적이었다. 25일 코스피시장에서 개성공단 관련주인 남광토건(-18.4%) 인디에프(-17.81%)가 하락했다. 코스닥시장에서도 좋은사람들(-22.05%) 제이에스티나(-12.58%) 등이 줄줄이 급락했다. 대북 송전주인 선도전기(-22.19%) 제룡전기(-19.92%), 남북 철도연결 관련주인 대아티아이(-19.21%) 현대로템(-19.19%), 북한 인프라 건설 관련주인 고려시멘트(-20.03%) 현대건설(-9.78%) 등도 내리막을 탔다. 하지만 코스피지수는 소폭(0.21%) 하락한 2460.80으로 장을 마감했다. 장 초반 2450선이 무너지기도 했지만 외국인이 적극적으로 매수에 나서면서 낙폭을 줄였다. 개인은 4796억원을 순매도했지만 외국인은 3326억원을 순매수했다. 삼성전자(2.53%) SK하이닉스(0.63%) 셀트리온(3.97%) 등 시가총액 상위 종목이 대부분 올랐다. KB증권 김영환 연구원은 “단기적으로는 남북 경협주에 조정이 나타날 수 있다”면서도 “중장기적으로 북한 비핵화, 시장 개방 시나리오는 여전히 유효하다”고 분석했다. 코스닥지수는 0.57% 하락한 868.35에 거래를 마쳤다. 셀트리온헬스케어(7.17%) 신라젠(1.99%) 에이치엘비(7.67%) 등 바이오주들이 강세였다. 원화 가치는 오히려 강세를 보였다. 1.6원 내린 1078원에 장을 마쳤다. 한국은행 윤면식 부총재는 “과거에도 지정학적 리스크는 영향이 제한적이었다”며 “북·미 관계를 누구도 예측할 수는 없고, 시장의 영향을 잘 지켜보겠다”고 말했다.나성원 기자				"
